State,Institute,Course,Seats,Fee
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,1,7400
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,1,7400
Jharkhand,"Shaheed Nirmal Mahto, Dhanbad",MBBS,0+1(VV),7400
West Bengal,"MJN Med Coll, Coochbehar",MBBS,1,9000
West Bengal,"MJN Med Coll, Coochbehar",MBBS,1,9000
West Bengal,"MJN Med Coll, Coochbehar",MBBS,1,9000
Maharashtra,"Government Med Coll, Amravati",MBBS,2,158600
Maharashtra,"Government Med Coll, Amravati",MBBS,2,158600
Maharashtra,"Government Med Coll, Amravati",MBBS,2,158600
Karnataka,"Hassan IMS, Hassan",MBBS,3,64350
Karnataka,"Hassan IMS, Hassan",MBBS,5,64350
Karnataka,"Hassan IMS, Hassan",MBBS,1+3(VV),64350
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,3,158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,3,158600
Maharashtra,"Govt Med Coll, Chandrapur",MBBS,1+2(VV),158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,3,158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,3,158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,1+2(VV),158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,1,158600
West Bengal,"College of Med & JNM, Kalyani",MBBS,2,9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,2,9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,1+1(VV),9000
West Bengal,"College of Med & JNM, Kalyani",MBBS,1,9000
Bihar,"Darbhanga, Lehriasarai",MBBS,1,9500
Bihar,"Darbhanga, Lehriasarai",MBBS,1,9500
Bihar,"Darbhanga, Lehriasarai",MBBS,0+1(VV),9500
Bihar,"AN Magadh, Gaya",MBBS,1,9500
Bihar,"AN Magadh, Gaya",MBBS,1,9500
Bihar,"AN Magadh, Gaya",MBBS,0+1(VV),9500
Odisha,"Government Med Coll, Keonjhar",MBBS,3,22000
Odisha,"Government Med Coll, Keonjhar",MBBS,3,22000
Odisha,"Government Med Coll, Keonjhar",MBBS,2+1(VV),22000
Odisha,"Government Med Coll, Keonjhar",MBBS,1,22000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,1,24000
Odisha,"Pabitra Mohan Pradhan MedColl&Hosp,Talcher",MBBS,2,22000
Odisha,"Pabitra Mohan Pradhan MedColl&Hosp,Talcher",MBBS,2,22000
Maharashtra,"Govt Med Coll, Satara",MBBS,2,158600
Maharashtra,"Govt Med Coll, Satara",MBBS,2,158600
Maharashtra,"Govt Med Coll, Satara",MBBS,1+1(VV),158600
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,2,14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,0+2(VV),14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,2,14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,1,14000
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,2,18073
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,0+1(VV),18073
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,0+1(VV),18073
Kerala,"Govt Med Coll, Thrissur",MBBS,4,23150
Kerala,"Govt Med Coll, Thrissur",MBBS,2+1(VV),23150
Kerala,"Govt Med Coll, Thrissur",MBBS,1+2(VV),23150
Kerala,"Govt Med Coll, Thrissur",MBBS,1,23150
Odisha,"SCB, Cuttack",MBBS,3,22000
Odisha,"SCB, Cuttack",MBBS,2,22000
Odisha,"SCB, Cuttack",MBBS,1+1(VV),22000
Maharashtra,"Govt Med Coll, Latur",MBBS,1,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,1,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,0+1(VV),158600
Madhya Pradesh,"AIIMS, Bhopal",MBBS,1,1350
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,0+1(VV),24000
Madhya Pradesh,"GMC, Sheopur",MBBS,1,100000
Madhya Pradesh,"GMC, Sheopur",MBBS,0+1(VV),100000
West Bengal,"Sarat CC Govt Med Coll, Howrah",MBBS,2,9000
West Bengal,"Sarat CC Govt Med Coll, Howrah",MBBS,2,9000
West Bengal,"Sarat CC Govt Med Coll, Howrah",MBBS,0+2(VV),9000
West Bengal,Jalpaiguri Govt Med Coll,MBBS,3,9000
West Bengal,Jalpaiguri Govt Med Coll,MBBS,3,9000
Telangana,"Govt Med Coll, Siddipet",MBBS,3,14000
Telangana,"Govt Med Coll, Siddipet",MBBS,1+2(VV),14000
Telangana,"Govt Med Coll, Siddipet",MBBS,0+2(VV),14000
Chhattisgarh,"Govt Med Coll, Kanker",MBBS,3,50000
Chhattisgarh,"Govt Med Coll, Kanker",MBBS,2+1(VV),50000
Chhattisgarh,"Govt Med Coll, Kanker",MBBS,2+1(VV),50000
Gujarat,"Govt Med College (GMERS), Morbi",MBBS,2,375000
Gujarat,"Govt Med College (GMERS), Morbi",MBBS,1+1(VV),375000
Gujarat,"Govt Med College (GMERS), Morbi",MBBS,0+1(VV),375000
Gujarat,"GMERS Medical College, Rajpipla",MBBS,2,375000
Gujarat,"GMERS Medical College, Rajpipla",MBBS,1+1(VV),375000
Gujarat,"GMERS Medical College, Rajpipla",MBBS,0+2(VV),375000
Gujarat,"GMERS Medical College, Rajpipla",MBBS,1,375000
Karnataka,"Raichur IMS, Raichur",MBBS,2,64350
Karnataka,"Raichur IMS, Raichur",MBBS,3,64350
Karnataka,"Raichur IMS, Raichur",MBBS,0+3(VV),64350
Chhattisgarh,"Government Med Coll, Mahasamund",MBBS,3,50000
Chhattisgarh,"Government Med Coll, Mahasamund",MBBS,3,50000
Chhattisgarh,"Government Med Coll, Mahasamund",MBBS,1+2(VV),50000
Maharashtra,"Govt Med Coll, Baramati",MBBS,1,158600
Maharashtra,"Govt Med Coll, Baramati",MBBS,1,158600
Maharashtra,"Govt Med Coll, Baramati",MBBS,0+1(VV),158600
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,1,24000
Delhi,"VMMC, Delhi",MBBS,1,41000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,2,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,2,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,0+2(VV),100000
Telangana,"Rajiv Gandhi IMS, Adilabad",MBBS,2,14000
Telangana,"Rajiv Gandhi IMS, Adilabad",MBBS,2,14000
Telangana,"Rajiv Gandhi IMS, Adilabad",MBBS,0+2(VV),14000
Karnataka,"Bidar IMS, Bidar",MBBS,3,64350
Karnataka,"Bidar IMS, Bidar",MBBS,3,64350
Karnataka,"Bidar IMS, Bidar",MBBS,2+1(VV),64350
Maharashtra,"Government Med Coll, Osmanabad",MBBS,2,158600
Maharashtra,"Government Med Coll, Osmanabad",MBBS,2,158600
Maharashtra,"Government Med Coll, Osmanabad",MBBS,1+1(VV),158600
Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,3,15000
Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,0+1(VV),15000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,1+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,0+2(VV),24000
Rajasthan,"AIIMS, Jodhpur",MBBS,1,1350
Assam,"Assam Med Coll, Dibrugarh",MBBS,4,6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,3+3(VV),6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,2+3(VV),6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,1,6400
Assam,"Assam Med Coll, Dibrugarh",MBBS,1,6400
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,2,158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,1+1(VV),158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,0+2(VV),158600
Telangana,Govt Med Coll Jangaon,MBBS,2,14000
Telangana,Govt Med Coll Jangaon,MBBS,1+1(VV),14000
Telangana,Govt Med Coll Jangaon,MBBS,0+2(VV),14000
Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,3,15000
Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,3,15000
Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,2+1(VV),15000
Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,1,15000
Karnataka,"Belagavi IMS, Belagavi",MBBS,1,64350
Karnataka,"Belagavi IMS, Belagavi",MBBS,1,64350
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,1,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,0+1(VV),24000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,1,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,1,150000
Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,0+1(VV),150000
Maharashtra,"SRTT, Ambajogai",MBBS,1,158600
Maharashtra,"SRTT, Ambajogai",MBBS,1,158600
Maharashtra,"SRTT, Ambajogai",MBBS,1,158600
Haryana,"BPS Govt Med Coll, Sonepat",MBBS,1,61410
Haryana,"BPS Govt Med Coll, Sonepat",MBBS,0+1(VV),61410
Haryana,"BPS Govt Med Coll, Sonepat",MBBS,0+1(VV),61410
Assam,"ESIC, Beltola",MBBS,1,100000
West Bengal,Midnapore Medical College,MBBS,5,9000
West Bengal,Midnapore Medical College,MBBS,4+1(VV),9000
West Bengal,Midnapore Medical College,MBBS,0+4(VV),9000
Karnataka,"Shimoga IMS, Shimoga",MBBS,4,64350
Karnataka,"Shimoga IMS, Shimoga",MBBS,4,64350
Karnataka,"Shimoga IMS, Shimoga",MBBS,1+2(VV),64350
Punjab,"Guru Govind Singh, Faridkot",MBBS,2,192000
Punjab,"Guru Govind Singh, Faridkot",MBBS,3,192000
Punjab,"Guru Govind Singh, Faridkot",MBBS,2+1(VV),192000
Odisha,"Sri Jagannath Med Coll, Puri",MBBS,1,22000
Odisha,"Sri Jagannath Med Coll, Puri",MBBS,1,22000
Haryana,"Pt Neki Ram Sharma GovtMedColl, Bhiwani",MBBS,1,61410
Haryana,"Pt Neki Ram Sharma GovtMedColl, Bhiwani",MBBS,0+1(VV),61410
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,2,9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,2,9000
West Bengal,"Barasat Govt Med Coll, Barasat",MBBS,1,9000
Assam,"ESIC, Beltola",MBBS,1,100000
Kerala,"TD Med Coll, Allepey",MBBS,4,23150
Kerala,"TD Med Coll, Allepey",MBBS,4,23150
Kerala,"TD Med Coll, Allepey",MBBS,1+3(VV),23150
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,1,64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,1,64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,0+1(VV),64350
West Bengal,Purulia Govt Med Coll,MBBS,2,9000
West Bengal,Purulia Govt Med Coll,MBBS,2,9000
West Bengal,Purulia Govt Med Coll,MBBS,0+2(VV),9000
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,6,15000
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,6,15000
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,1+4(VV),15000
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,1,15000
Maharashtra,"Government Med Coll, Ambernath",MBBS,3,158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,1+2(VV),158600
Maharashtra,"Government Med Coll, Ambernath",MBBS,1+2(VV),158600
Karnataka,"Gadag IMS, Gadag",MBBS,3,64350
Karnataka,"Gadag IMS, Gadag",MBBS,3,64350
Karnataka,"Gadag IMS, Gadag",MBBS,1+2(VV),64350
Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,4,15000
Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,3+1(VV),15000
Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,1+3(VV),15000
Telangana,"Govt Med Coll, Medak",MBBS,1,14000
Telangana,"Govt Med Coll, Medak",MBBS,1,14000
Telangana,"Govt Med Coll, Medak",MBBS,0+1(VV),14000
Gujarat,"Govt Med College (GMERS), Morbi",MBBS,1,375000
Gujarat,"Govt Med College (GMERS), Morbi",MBBS,1,375000
Gujarat,"Govt Med College (GMERS), Morbi",MBBS,0+1(VV),375000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,0+1(VV),24000
Maharashtra,Government Med Coll Ratnagiri,MBBS,3,158600
Maharashtra,Government Med Coll Ratnagiri,MBBS,2+1(VV),158600
Maharashtra,Government Med Coll Ratnagiri,MBBS,1+2(VV),158600
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,3,64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,3,64350
Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,0+2(VV),64350
Haryana,"Maharishi Chyawan Med Coll,Koriawas",MBBS,1,61410
Haryana,"Maharishi Chyawan Med Coll,Koriawas",MBBS,0+1(VV),61410
Madhya Pradesh,"GMC, Singrauli",MBBS,1,100000
Madhya Pradesh,"GMC, Singrauli",MBBS,1,100000
West Bengal,"RG Kar Med Coll, Kolkata",MBBS,2,9000
West Bengal,"RG Kar Med Coll, Kolkata",MBBS,2,9000
West Bengal,"RG Kar Med Coll, Kolkata",MBBS,0+1(VV),9000
Maharashtra,"Govt Med Coll, Gondia",MBBS,2,158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,1,158600
Maharashtra,"Govt Med Coll, Gondia",MBBS,0+1(VV),158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,1,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,1,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,0+1(VV),158600
Haryana,"ESI Med Coll, Faridabad",MBBS,6,24000
Haryana,"ESI Med Coll, Faridabad",MBBS,3+2(VV),24000
Haryana,"ESI Med Coll, Faridabad",MBBS,0+2(VV),24000
Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,3,18073
Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,3,18073
Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,0+2(VV),18073
Maharashtra,"Govt Med Coll, Akola",MBBS,2,158600
Maharashtra,"Govt Med Coll, Akola",MBBS,1+1(VV),158600
Maharashtra,"Govt Med Coll, Akola",MBBS,0+2(VV),158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,1,158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,1,158600
Maharashtra,"Govt Med Coll, Jalgaon",MBBS,1,158600
Kerala,"Govt Med Coll, Ernakulam",MBBS,1,23150
Kerala,"Govt Med Coll, Ernakulam",MBBS,1,23150
Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,3,15000
Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,3,15000
Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,0+2(VV),15000
Andhra Pradesh,Government Med Coll Vizianagaram,MBBS,1,15000
West Bengal,Burdwan Medical College,MBBS,2,9000
West Bengal,Burdwan Medical College,MBBS,1,9000
Kerala,"TD Med Coll, Allepey",MBBS,2,23150
Kerala,"TD Med Coll, Allepey",MBBS,1+1(VV),23150
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,1,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,1,9500
Assam,"Pragjyotishpur Med Coll,Guwahati",MBBS,1,8400
Assam,"Pragjyotishpur Med Coll,Guwahati",MBBS,1,8400
Andhra Pradesh,"Government Medical College, Paderu",MBBS,1,15000
Andhra Pradesh,"Government Medical College, Paderu",MBBS,1,15000
Kerala,"Govt Med Coll, Kozhikode",MBBS,3,23150
Kerala,"Govt Med Coll, Kozhikode",MBBS,1,23150
Kerala,"Govt Med Coll, Kozhikode",MBBS,1,23150
Telangana,"Govt Med Coll, Narayanpet",MBBS,1,14000
Telangana,"Govt Med Coll, Narayanpet",MBBS,1,14000
Telangana,"Govt Med Coll, Narayanpet",MBBS,0+1(VV),14000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,1,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,0+1(VV),24000
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,2,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,2,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,0+2(VV),158600
West Bengal,Malda Med Coll,MBBS,3,9000
West Bengal,Malda Med Coll,MBBS,3,9000
West Bengal,Malda Med Coll,MBBS,1+2(VV),9000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,1,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,1,24000
Kerala,"Govt Med Coll, Kottayam",MBBS,1,23150
Kerala,"Govt Med Coll, Kottayam",MBBS,1,23150
Kerala,"Govt Med Coll, Kottayam",MBBS,1,23150
Goa,"Goa Med Coll, Panaji",MBBS,2,154050
Goa,"Goa Med Coll, Panaji",MBBS,2,154050
Goa,"Goa Med Coll, Panaji",MBBS,1+1(VV),154050
Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,2,18073
Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,2,18073
Tamil Nadu,"Govt Erode Med Coll,Perundurai",MBBS,2,18073
West Bengal,"TamraliptoGovtMed,PurbaMedinpur",MBBS,3,9000
West Bengal,"TamraliptoGovtMed,PurbaMedinpur",MBBS,2+1(VV),9000
West Bengal,"TamraliptoGovtMed,PurbaMedinpur",MBBS,0+2(VV),9000
Telangana,"Govt Med Coll, Suryapet",MBBS,3,14000
Telangana,"Govt Med Coll, Suryapet",MBBS,3,14000
Telangana,"Govt Med Coll, Suryapet",MBBS,0+3(VV),14000
Assam,Kokrajhar Medical College,MBBS,1,6400
Assam,Kokrajhar Medical College,MBBS,0+1(VV),6400
Assam,Kokrajhar Medical College,MBBS,0+1(VV),6400
Gujarat,"Govt Med Coll (GMERS), Panchmahal",MBBS,2,375000
Gujarat,"Govt Med Coll (GMERS), Panchmahal",MBBS,2,375000
Gujarat,"Govt Med Coll (GMERS), Panchmahal",MBBS,2,375000
Kerala,"Academy of Med Sci, Pariyaram",MBBS,3,23150
Kerala,"Academy of Med Sci, Pariyaram",MBBS,3,23150
Kerala,"Academy of Med Sci, Pariyaram",MBBS,2+1(VV),23150
Telangana,"Govt Med Coll, Nalgonda",MBBS,3,14000
Telangana,"Govt Med Coll, Nalgonda",MBBS,3,14000
Telangana,"Govt Med Coll, Nalgonda",MBBS,1+2(VV),14000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,0+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,0+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,1,24000
Maharashtra,"MPGIMER, Nashik",MBBS,1,158600
Maharashtra,"MPGIMER, Nashik",MBBS,1,158600
Maharashtra,"MPGIMER, Nashik",MBBS,1,158600
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,4,67900
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,4,67900
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,1+2(VV),67900
Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,1,67900
Maharashtra,"Government Med Coll, Buldhana",MBBS,2,158600
Maharashtra,"Government Med Coll, Buldhana",MBBS,2,158600
Maharashtra,"Government Med Coll, Buldhana",MBBS,0+2(VV),158600
Karnataka,Karwar Inst of Med Sciences,MBBS,3,64350
Karnataka,Karwar Inst of Med Sciences,MBBS,3,64350
Karnataka,Karwar Inst of Med Sciences,MBBS,0+3(VV),64350
Telangana,"Government Med Coll, Kamareddy",MBBS,2,14000
Telangana,"Government Med Coll, Kamareddy",MBBS,2,14000
Telangana,"Government Med Coll, Kamareddy",MBBS,0+2(VV),14000
Telangana,"Government Med Coll, Sangareddy",MBBS,3,14000
Telangana,"Government Med Coll, Sangareddy",MBBS,1+2(VV),14000
Telangana,"Government Med Coll, Sangareddy",MBBS,1+2(VV),14000
Telangana,"Government Med Coll, Sangareddy",MBBS,1,14000
Maharashtra,"Government Med Coll, Sindhudurg",MBBS,2,158600
Maharashtra,"Government Med Coll, Sindhudurg",MBBS,2,158600
Maharashtra,"Government Med Coll, Sindhudurg",MBBS,2,158600
Kerala,"Govt Med Coll, Manjeri",MBBS,1,23150
Kerala,"Govt Med Coll, Manjeri",MBBS,0+1(VV),23150
Kerala,"Govt Med Coll, Manjeri",MBBS,0+1(VV),23150
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,3,9000
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,3,9000
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,0+3(VV),9000
West Bengal,"Diamond Harbour Govt MC, WB",MBBS,2,9000
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,1,50000
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,0+1(VV),50000
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,0+1(VV),50000
Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,2,26250
Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,3,26250
Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,0+3(VV),26250
Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,3,64350
Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,3,64350
Karnataka,"Haveri Inst of Med Sci, Haveri",MBBS,2+1(VV),64350
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,2,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,2,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,0+2(VV),50000
Gujarat,"GMERS Medical College, Navsari",MBBS,2,375000
Gujarat,"GMERS Medical College, Navsari",MBBS,2,375000
Gujarat,"GMERS Medical College, Navsari",MBBS,1+1(VV),375000
Pondicherry,"IGMC & RI, Pondicherry",MBBS,4,73700
Pondicherry,"IGMC & RI, Pondicherry",MBBS,4,73700
Pondicherry,"IGMC & RI, Pondicherry",MBBS,3+1(VV),73700
Pondicherry,"IGMC & RI, Pondicherry",MBBS,1,73700
Pondicherry,"IGMC & RI, Pondicherry",MBBS,1,73700
Andhra Pradesh,"Government Med Coll, Eluru",MBBS,3,15000
Andhra Pradesh,"Government Med Coll, Eluru",MBBS,3,15000
Andhra Pradesh,"Government Med Coll, Eluru",MBBS,2,15000
Andhra Pradesh,"Government Med Coll, Eluru",MBBS,1,15000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,0+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,0+1(VV),24000
West Bengal,Bankura Sammilani Med Coll,MBBS,5,9000
West Bengal,Bankura Sammilani Med Coll,MBBS,4+1(VV),9000
West Bengal,Bankura Sammilani Med Coll,MBBS,1+4(VV),9000
West Bengal,Bankura Sammilani Med Coll,MBBS,1,9000
Karnataka,"Shimoga IMS, Shimoga",MBBS,2,64350
Karnataka,"Shimoga IMS, Shimoga",MBBS,2,64350
Karnataka,"Shimoga IMS, Shimoga",MBBS,1,64350
West Bengal,Murshidabad Med Coll,MBBS,3,9000
West Bengal,Murshidabad Med Coll,MBBS,1+1(VV),9000
West Bengal,Murshidabad Med Coll,MBBS,0+2(VV),9000
Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,3,18073
Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,3,18073
Tamil Nadu,"Govt Med Coll, Pudukottai",MBBS,0+2(VV),18073
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,2,158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,2,158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,1+1(VV),158600
West Bengal,"College of Med & SDH, Kolkata",MBBS,1,9000
West Bengal,"College of Med & SDH, Kolkata",MBBS,0+1(VV),9000
West Bengal,"College of Med & SDH, Kolkata",MBBS,0+1(VV),9000
Maharashtra,"Government Med Coll, Washim",MBBS,2,158600
Maharashtra,"Government Med Coll, Washim",MBBS,2,158600
Maharashtra,"Government Med Coll, Washim",MBBS,0+2(VV),158600
Karnataka,"VIMS, Bellary",MBBS,3,64350
Karnataka,"VIMS, Bellary",MBBS,3,64350
Karnataka,"VIMS, Bellary",MBBS,1+1(VV),64350
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,2,34214
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,2,34214
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,1+1(VV),34214
Jammu and Kashmir,"Government Med Coll,Anantnag",MBBS,1,34214
West Bengal,"MJN Med Coll, Coochbehar",MBBS,1,9000
Kerala,"GMC, Wayanad",MBBS,1,23150
Kerala,"GMC, Wayanad",MBBS,0+1(VV),23150
Telangana,"Government Med Coll,Mahabubabad",MBBS,3,14000
Telangana,"Government Med Coll,Mahabubabad",MBBS,3,14000
Telangana,"Government Med Coll,Mahabubabad",MBBS,0+3(VV),14000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,0+1(VV),24000
Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,3,15000
Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,3,15000
Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,0+2(VV),15000
Telangana,"Govt Med Coll, Nagarkurnool",MBBS,3,14000
Telangana,"Govt Med Coll, Nagarkurnool",MBBS,3,14000
Telangana,"Govt Med Coll, Nagarkurnool",MBBS,0+3(VV),14000
Karnataka,"Koppal Inst of MS, Koppal",MBBS,3,64350
Karnataka,"Koppal Inst of MS, Koppal",MBBS,3,64350
Karnataka,"Koppal Inst of MS, Koppal",MBBS,0+3(VV),64350
Gujarat,"Govt Med Coll (GMERS), Porbandar",MBBS,2,375000
Gujarat,"Govt Med Coll (GMERS), Porbandar",MBBS,2,375000
Gujarat,"Govt Med Coll (GMERS), Porbandar",MBBS,1+1(VV),375000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,1,24000
Maharashtra,"Government Med Coll, Parbhani",MBBS,2,158600
